Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,88.33000183105469,91.22000122070312,88.29000091552734,91.16000366210938,81.78903198242188,2997400
2022-01-04,92.05000305175781,96.2699966430664,91.6500015258789,95.3499984741211,85.54830932617188,5716500
2022-01-05,97.0,97.33000183105469,93.55000305175781,93.5999984741211,83.97820281982422,6632100
2022-01-06,97.25,97.4000015258789,94.56999969482422,95.5199966430664,85.7008285522461,5254700
2022-01-07,96.01000213623047,98.2699966430664,94.88999938964844,98.16000366210938,88.06946563720703,6277800
2022-01-10,98.36000061035156,99.30999755859375,96.02999877929688,98.05999755859375,87.97972106933594,5381700
2022-01-11,99.3499984741211,102.44000244140625,97.43000030517578,102.19999694824219,91.69414520263672,4866400
2022-01-12,103.29000091552734,103.5,101.25,102.7699966430664,92.2055435180664,3953900
2022-01-13,101.5,103.3499984741211,100.62000274658203,102.0,92.1874771118164,3469200
2022-01-14,102.12999725341797,106.0199966430664,102.12999725341797,105.62999725341797,95.46826171875,4981800
2022-01-18,107.5999984741211,107.98999786376953,104.31999969482422,105.66999816894531,95.50440979003906,6205400
2022-01-19,106.77999877929688,107.16999816894531,103.05000305175781,105.12999725341797,95.01637268066406,4935500
2022-01-20,103.73999786376953,107.81999969482422,103.05000305175781,103.5,93.5431900024414,4863500
2022-01-21,102.38999938964844,102.54000091552734,99.44999694824219,100.62999725341797,90.94927215576172,3801600
2022-01-24,97.5199966430664,103.04000091552734,95.93000030517578,102.30999755859375,92.4676513671875,5916700
2022-01-25,102.25,107.69999694824219,99.36000061035156,106.94000244140625,96.6522445678711,4764900
2022-01-26,107.66999816894531,109.9000015258789,106.06999969482422,107.52999877929688,97.18548583984375,5122500
2022-01-27,109.66999816894531,111.27999877929688,107.75,109.75,99.19193267822266,6217600
2022-01-28,109.75,110.94999694824219,107.41999816894531,109.69999694824219,99.146728515625,3832600
2022-01-31,110.52999877929688,113.19999694824219,107.68000030517578,111.4800033569336,100.75550079345703,5685000
2022-02-01,110.18000030517578,114.93000030517578,109.97000122070312,113.18000030517578,102.29195404052734,4590900
2022-02-02,112.54000091552734,113.26000213623047,109.26000213623047,112.91999816894531,102.05696105957031,4368300
2022-02-03,112.25,112.97000122070312,109.94999694824219,111.77999877929688,101.02664184570312,3569000
2022-02-04,113.30999755859375,116.52999877929688,112.93000030517578,113.69999694824219,102.76191711425781,3708300
2022-02-07,113.33999633789062,116.29000091552734,111.41000366210938,114.69000244140625,103.65670013427734,3282800
2022-02-08,113.4000015258789,113.61000061035156,109.56999969482422,111.52999877929688,100.8006820678711,5698400
2022-02-09,111.45999908447266,114.23999786376953,111.12000274658203,113.30999755859375,102.40943908691406,2969100
2022-02-10,112.4000015258789,115.45999908447266,111.8499984741211,112.66000366210938,101.82198333740234,3861900
